mgi_symbol,id,ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromosome_name,strand,start_position,end_position,gene_biotype,M351WT,M352Mdmx,M371Mdmx,M380Mdmx,M383WT,M396WT,neglog10_padj,n_samples_above0,is_surface,CSPA_category,UP_Protein_name,CD
Pecam1,ENSMUSG00000020717.19,ENSMUSG00000020717,1515.674807,0.545448064,0.414890198,1.314680527,0.188617294,0.648534087,11,-1,106654217,106750628,protein_coding,1270.009141,1339.463869,2310.32322,1312.145276,710.2003399,1402.424185,0.188067192429626,6,TRUE,1 - high confidence,Platelet endothelial cell adhesion molecule,CD31
Phb2,ENSMUSG00000004264.17,ENSMUSG00000004264,15591.54947,-0.92307853,0.323674592,-2.851872073,0.004346259,0.125572238,6,1,124712336,124716950,protein_coding,17314.78112,9497.803616,7581.958341,15391.31966,19654.19535,24256.69602,0.901106365504076,6,TRUE,3 - unspecific,Prohibitin-2,no
Pign,ENSMUSG00000056536.14,ENSMUSG00000056536,1636.453637,0.224541237,0.315363773,0.712007074,0.476460396,0.868864883,1,-1,105518422,105663677,protein_coding,1701.30963,1299.376706,2296.056405,1764.667937,1306.041838,1552.813188,0.0610477553464732,6,TRUE,2 - putative,GPI ethanolamine phosphate transferase 1,no
Pigo,ENSMUSG00000028454.16,ENSMUSG00000028454,322.4251099,-0.409348027,0.444570314,-0.920772293,0.357169324,0.800463987,4,-1,43017635,43025819,protein_coding,519.2936655,396.1321465,244.2400643,326.0259345,443.8692307,312.0074012,0.0966582022818459,6,TRUE,2 - putative,GPI ethanolamine phosphate transferase 3,no
Pigs,ENSMUSG00000041958.10,ENSMUSG00000041958,4182.200885,-1.008919266,0.373904887,-2.698331318,0.006968805,0.158092537,11,1,78328415,78342782,protein_coding,5053.809058,2602.241451,1713.372505,4024.85819,4796.361282,6839.9765,0.801088631119143,6,TRUE,2 - putative,GPI transamidase component PIG-S,no
Pigt,ENSMUSG00000017721.15,ENSMUSG00000017721,471.3494981,-0.609177808,0.709982491,-0.858018071,0.390882485,0.818126467,2,1,164497520,164508301,protein_coding,984.9269244,628.8390325,393.8000975,147.5167372,351.5686701,435.4352388,0.0871795573617817,6,TRUE,1 - high confidence,GPI transamidase component PIG-T,no
Pkd1,ENSMUSG00000032855.6,ENSMUSG00000032855,744.0717624,-2.563882228,0.962894394,-2.662682682,0.007752048,0.16513081,17,1,24549834,24596508,protein_coding,3156.980424,313.4929095,140.2258182,187.7678197,217.3172136,395.3091793,0.782171888792708,6,TRUE,1 - high confidence,Polycystin-1,no
Plaur,ENSMUSG00000046223.10,ENSMUSG00000046223,455.9911007,0.45793741,0.428613555,1.068415605,0.285333081,0.747182652,7,1,24462484,24475968,protein_coding,440.7415415,833.459939,586.1953112,398.8609425,389.4598172,484.9264455,0.126573220059728,6,TRUE,1 - high confidence,Urokinase plasminogen activator surface receptor,CD87
Pld3,ENSMUSG00000003363.15,ENSMUSG00000003363,1644.323441,-0.055104421,0.497661208,-0.110726775,0.911833013,0.988260837,7,-1,27532000,27553218,protein_coding,2753.420131,2389.859066,1180.333223,1387.969683,1066.572094,1295.669819,0.00512841460351393,6,TRUE,2 - putative,Phospholipase D3,no
Pld4,ENSMUSG00000052160.7,ENSMUSG00000052160,978.1162312,-0.04213013,0.817442224,-0.05153897,0.95889605,0.992965215,12,1,112760655,112768990,protein_coding,2341.135691,772.2705029,1033.017911,1141.438288,419.477823,248.5455591,0.00306596519863566,6,TRUE,2 - putative,Phospholipase D4,no
Plod1,ENSMUSG00000019055.15,ENSMUSG00000019055,384.9315395,-0.397745504,1.111605426,-0.357811769,0.720484183,0.947239032,4,-1,147909753,147936767,protein_coding,135.812362,82.69787225,83.54887574,855.6733265,898.2099,303.3034792,0.0235404146826388,6,TRUE,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",no
Plod2,ENSMUSG00000032374.14,ENSMUSG00000032374,225.5467753,0.705165118,1.075557321,0.655627649,0.512063731,0.884748123,9,1,92542223,92608428,protein_coding,233.3535382,550.6868364,223.9437108,19.85523497,127.4623433,123.1691751,0.0531803500485794,6,TRUE,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",no
Plod3,ENSMUSG00000004846.10,ENSMUSG00000004846,792.0783967,-0.85411739,0.730660354,-1.168966382,0.242417176,0.706773341,5,1,136987019,136996648,protein_coding,1136.913578,1059.439873,132.6532086,382.418457,796.8194743,889.8719853,0.150719840142841,6,TRUE,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",no
Plxdc1,ENSMUSG00000017417.14,ENSMUSG00000017417,290.006245,0.204245918,1.564130532,0.130581121,0.896106678,0.986129397,11,-1,97923238,97986444,protein_coding,156.6933262,0,373.3342594,548.5200411,311.384996,328.2582354,0.00606609447466082,5,TRUE,1 - high confidence,Plexin domain-containing protein 1,no
Plxdc2,ENSMUSG00000026748.13,ENSMUSG00000026748,1453.549719,0.442288715,0.535048158,0.826633469,0.408444841,0.830057737,2,1,16356304,16755839,protein_coding,1054.702853,2652.060155,1322.431647,900.2066597,751.5431059,1763.960525,0.0808916979993415,6,TRUE,1 - high confidence,Plexin domain-containing protein 2,no
Plxna1,ENSMUSG00000030084.11,ENSMUSG00000030084,282.8132929,0.140130513,1.040342159,0.134696563,0.892851791,0.985750139,6,-1,89316314,89362620,protein_coding,35.20112733,94.58276535,276.3336652,524.7721315,247.6840484,525.3568751,0.0062331530151463,6,TRUE,1 - high confidence,Plexin-A1,no
Plxna2,ENSMUSG00000026640.12,ENSMUSG00000026640,141.7679185,0.223924448,1.189467154,0.1882561,0.850675897,0.976945168,1,1,194618218,194816869,protein_coding,119.7719907,324.6616793,19.69413823,80.34072271,31.0520334,210.9442504,0.0101298107984119,6,TRUE,1 - high confidence,Plexin-A2,no
Plxna4,ENSMUSG00000029765.12,ENSMUSG00000029765,193.9101003,-0.974501632,1.072834757,-0.908342711,0.363697183,0.803211888,6,-1,32144268,32588192,protein_coding,579.8192253,29.98904349,183.8087958,178.8261768,89.05375303,97.17814792,0.0951698723422409,6,TRUE,1 - high confidence,Plexin-A4,no
Plxnc1,ENSMUSG00000074785.5,ENSMUSG00000074785,5764.030212,0.538110012,0.247720514,2.172246473,0.029837077,0.318202061,10,-1,94790866,94944835,protein_coding,4760.263738,8402.352631,5215.438401,6076.838348,4448.056946,4269.626946,0.497297011747802,6,TRUE,1 - high confidence,Plexin-C1,CD232
Podxl,ENSMUSG00000025608.9,ENSMUSG00000025608,158.8609145,-0.492985872,1.035951553,-0.475877343,0.634161765,0.926048945,6,-1,31519488,31563981,protein_coding,151.0222056,19.64649674,108.4922986,268.2996408,300.4590946,102.8051322,0.0333660586942377,6,TRUE,1 - high confidence,Podocalyxin-like protein 1,no
Pofut2,ENSMUSG00000020260.9,ENSMUSG00000020260,800.0742772,-0.164121132,0.635903893,-0.258091096,0.796336603,0.964338146,10,1,77259218,77269575,protein_coding,1354.91255,797.3208218,307.4288754,1182.762087,672.7031919,516.3455108,0.0157706536578934,6,TRUE,3 - unspecific,GDP-fucose protein O-fucosyltransferase 2,no
Polr1a,ENSMUSG00000049553.11,ENSMUSG00000049553,1994.797063,-0.073219522,0.614281749,-0.119195339,0.905120599,0.987529311,6,1,71909053,71984935,protein_coding,1938.509477,566.0032171,1632.726064,3555.253454,2179.927451,1898.110783,0.00545000515300337,6,TRUE,3 - unspecific,DNA-directed RNA polymerase I subunit RPA1,no
Pomt2,ENSMUSG00000034126.5,ENSMUSG00000034126,244.800732,-0.114637368,1.476746799,-0.077628316,0.938123717,0.990806699,12,-1,87106861,87147968,protein_coding,430.4505052,585.1441329,1.301563537,110.0849455,240.6739092,76.43651256,0.00401106574294368,6,TRUE,2 - putative,Protein O-mannosyl-transferase 2,no
Pon2,ENSMUSG00000032667.17,ENSMUSG00000032667,5714.672753,-0.104116642,0.275888838,-0.377386205,0.705886617,0.945377884,6,-1,5264147,5298455,protein_coding,6292.726267,6039.388639,3892.817022,6392.673624,4859.447317,6288.138414,0.024394561721182,6,TRUE,3 - unspecific,Serum paraoxonase/arylesterase 2,no
Postn,ENSMUSG00000027750.16,ENSMUSG00000027750,67.96871757,-8.558221068,2.621927155,-3.264095667,0.001098141,0.059960879,3,1,54361109,54391037,protein_coding,325.8725099,0,0,0.940619065,0,78.44579596,1.22213200921183,3,TRUE,1 - high confidence,Periostin,no
Ppib,ENSMUSG00000032383.7,ENSMUSG00000032383,8780.217873,-0.119175149,0.221283109,-0.538564147,0.590187632,0.91219388,9,1,66060222,66066623,protein_coding,9626.650732,6888.948967,8275.058354,10082.23778,8033.069273,9601.925822,0.0399128458104337,6,TRUE,3 - unspecific,Peptidyl-prolyl cis-trans isomerase B,no
Ppm1l,ENSMUSG00000027784.10,ENSMUSG00000027784,259.7700744,-1.849421728,0.548208382,-3.373574335,0.00074199,0.047406788,3,1,69316861,69560802,protein_coding,325.7538453,106.990271,66.4755786,167.3926517,403.6249436,492.2111739,1.32415946887703,6,TRUE,2 - putative,Protein phosphatase 1L,no
Prg4,ENSMUSG00000006014.16,ENSMUSG00000006014,25.04064492,0.248318805,1.05721509,0.234880118,0.814301781,0.970030238,1,-1,150449412,150466165,protein_coding,30.20774049,17.56398874,19.73014638,44.24733268,19.46401846,18.6973174,0.0132147275978152,6,TRUE,1 - high confidence,Proteoglycan 4,no
Prkcsh,ENSMUSG00000003402.14,ENSMUSG00000003402,2504.816282,-0.614834987,0.246303976,-2.496244664,0.0125516,0.210290495,9,1,22002806,22014222,protein_coding,3283.344044,2032.59797,1558.96131,2352.533014,2948.082138,2814.946097,0.677180356711396,6,TRUE,3 - unspecific,Glucosidase 2 subunit beta,no
Prkdc,ENSMUSG00000022672.8,ENSMUSG00000022672,1244.940832,-0.339654764,0.431984089,-0.786266839,0.431711176,0.838851846,16,1,15637866,15842235,protein_coding,1387.933817,898.1047251,1618.284458,682.6684399,1038.890924,1600.670684,0.0763147354123803,6,TRUE,3 - unspecific,DNA-dependent protein kinase catalytic subunit,no
Prnp,ENSMUSG00000079037.9,ENSMUSG00000079037,939.7827377,-0.484261936,0.37365974,-1.295997092,0.194976487,0.65547013,2,1,131909928,131938429,protein_coding,1141.816366,860.9859628,587.2533345,886.3036438,1347.88464,753.8557425,0.183447094472368,6,TRUE,1 - high confidence,Major prion protein,CD230
Procr,ENSMUSG00000027611.12,ENSMUSG00000027611,1377.400906,0.084166406,0.394734551,0.2132228,0.831153185,0.972419636,2,1,155751117,155755471,protein_coding,1445.862379,2058.648686,1166.241846,1104.200832,1628.471634,982.0733363,0.0121462800628181,6,TRUE,1 - high confidence,Endothelial protein C receptor,CD201
Prom1,ENSMUSG00000029086.15,ENSMUSG00000029086,27.43785378,-1.469970297,1.60777124,-0.914290703,0.360564115,0.80137971,5,-1,43993620,44102032,protein_coding,123.8375429,3.163842106,10.67490034,46.46671484,33.77827384,9.268900405,0.0961616575940971,6,TRUE,1 - high confidence,Prominin-1,CD133
Psap,ENSMUSG00000004207.14,ENSMUSG00000004207,1581.037113,0.117543887,0.478593496,0.245602766,0.805989748,0.967818287,10,1,60277627,60302597,protein_coding,2250.308315,1468.18178,1491.6665,1981.139822,690.2692221,1586.397203,0.0142061761226642,6,TRUE,1 - high confidence,Sulfated glycoprotein 1,no
Ptafr,ENSMUSG00000056529.7,ENSMUSG00000056529,2204.59862,0.795690436,0.404569307,1.966759273,0.04921097,0.395577855,4,1,132564067,132582683,protein_coding,1650.214246,3362.618108,3464.399504,1574.12487,1950.779626,1207.975915,0.402768028805131,6,TRUE,1 - high confidence,Platelet-activating factor receptor,no
Ptch1,ENSMUSG00000021466.12,ENSMUSG00000021466,691.0753781,-0.843929129,0.556095262,-1.517598128,0.129115739,0.559575866,13,-1,63508328,63573598,protein_coding,1154.105803,293.679168,628.1685481,553.4165953,413.6133842,1066.260046,0.252141024503739,6,TRUE,2 - putative,Protein patched homolog 1,no
Ptdss2,ENSMUSG00000025495.15,ENSMUSG00000025495,1549.981007,-1.21134064,0.781874762,-1.549277069,0.12131513,0.543071674,7,1,141122382,141157606,protein_coding,2667.615968,829.6981806,132.0664241,1806.735562,1778.802975,1918.691519,0.265142848922183,6,TRUE,2 - putative,Phosphatidylserine synthase 2,no
Pth1r,ENSMUSG00000032492.14,ENSMUSG00000032492,32.18987331,-8.434459414,2.091387194,-4.032949728,5.51e-05,0.007856007,9,-1,110722085,110747145,protein_coding,67.49216888,0,0,0,99.44454338,25.07566485,2.10479813824809,3,TRUE,1 - high confidence,Parathyroid hormone/parathyroid hormone-related peptide receptor,no
Ptk7,ENSMUSG00000023972.10,ENSMUSG00000023972,113.5731405,0.013869642,1.078807053,0.012856462,0.98974231,0.997900967,17,-1,46564471,46629504,protein_coding,177.8639935,165.7103859,24.54252531,180.581217,31.20631675,155.7964928,0.000912556527773777,6,TRUE,1 - high confidence,Tyrosine-protein kinase-like 7,no
Ptprc,ENSMUSG00000026395.16,ENSMUSG00000026395,8702.193336,0.359473491,0.296918906,1.210679025,0.226018444,0.690938428,1,-1,138062861,138175708,protein_coding,7424.903454,12038.5725,10574.75473,6136.078773,7448.627362,7402.62949,0.160560652439506,6,TRUE,1 - high confidence,Receptor-type tyrosine-protein phosphatase C,CD45
Ptprj,ENSMUSG00000025314.16,ENSMUSG00000025314,1090.491416,0.205430931,0.48582615,0.422848648,0.672405691,0.937955325,2,-1,90429754,90580647,protein_coding,1027.119813,1762.393286,785.7974609,898.1863515,1319.642395,620.9466753,0.0278178466614844,6,TRUE,1 - high confidence,Receptor-type tyrosine-protein phosphatase eta,CD148
Ptprk,ENSMUSG00000019889.10,ENSMUSG00000019889,26.33805491,-1.506138888,2.825031077,-0.533140644,0.593936226,0.914020105,10,1,28074820,28597397,protein_coding,1.4156054,36.99062321,0,0,97.13336442,5.712224153,0.0390442513181073,4,TRUE,1 - high confidence,Receptor-type tyrosine-protein phosphatase kappa,no
Ptprm,ENSMUSG00000033278.10,ENSMUSG00000033278,129.8124547,0.799681905,2.290394722,0.34914589,0.726979786,0.950106866,17,-1,66666947,67354457,protein_coding,121.6767647,357.3966964,218.7132007,0,206.0592796,0,0.0222275434439077,4,TRUE,1 - high confidence,Receptor-type tyrosine-protein phosphatase mu,no
Ptprs,ENSMUSG00000013236.17,ENSMUSG00000013236,1614.659891,0.812202567,0.446060591,1.820834623,0.068632,0.443922965,17,-1,56412426,56476483,protein_coding,1351.516227,2610.99369,1233.30232,2114.666508,660.1907389,1361.698053,0.352692387493678,6,TRUE,1 - high confidence,Receptor-type tyrosine-protein phosphatase S,no
Pttg1ip,ENSMUSG00000009291.13,ENSMUSG00000009291,6106.488247,0.053560494,0.304927299,0.175650045,0.860568883,0.978911837,10,1,77581720,77598732,protein_coding,6992.091788,5650.547408,6441.03101,6757.491758,7173.57682,3873.717461,0.00925641997269433,6,TRUE,1 - high confidence,Pituitary tumor-transforming gene 1 protein-interacting protein,no
Qsox2,ENSMUSG00000036327.18,ENSMUSG00000036327,605.5768928,0.068056439,0.585859251,0.116165169,0.907521641,0.987602764,2,-1,26208637,26237525,protein_coding,744.7659242,493.3325254,578.0606057,751.5223428,213.5982471,771.5925842,0.00541770328013346,6,TRUE,1 - high confidence,Sulfhydryl oxidase 2,no
Rab11fip1,ENSMUSG00000031488.14,ENSMUSG00000031488,725.0077796,-1.187296863,0.618510426,-1.91960687,0.054907576,0.408100065,8,-1,27138773,27174646,protein_coding,497.0836248,459.5222288,248.8275287,447.9859442,1618.490365,500.3676576,0.389233336054617,6,TRUE,3 - unspecific,Rab11 family-interacting protein 1,no
Rbm7,ENSMUSG00000042396.10,ENSMUSG00000042396,9764.360411,-0.00544562,0.218680738,-0.024902146,0.980133015,0.99638534,9,-1,48488701,48495299,protein_coding,7978.323833,10659.33756,9317.948707,9208.712495,11793.8094,9348.803133,0.00157267094277929,6,TRUE,3 - unspecific,RNA-binding protein 7,no
Rcn3,ENSMUSG00000019539.11,ENSMUSG00000019539,2423.024005,0.373507189,0.241093386,1.549222047,0.121328351,0.543071674,7,-1,45082913,45092221,protein_coding,1926.17784,3208.711007,2258.899984,2793.827123,2400.831822,2010.23684,0.265142848922183,6,TRUE,3 - unspecific,Reticulocalbin-3,no
Rfng,ENSMUSG00000025158.7,ENSMUSG00000025158,1219.087099,0.075783097,0.612719529,0.123683175,0.901566133,0.98670224,11,-1,120780746,120784207,protein_coding,2020.840217,1921.087404,599.3006125,1257.96627,630.7972305,907.20639,0.00581388586625975,6,TRUE,3 - unspecific,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",no
Rhag,ENSMUSG00000023926.8,ENSMUSG00000023926,4412.753042,-1.566290181,0.660710571,-2.370614684,0.017758534,0.250499995,17,1,40811126,40840754,protein_coding,5659.342707,504.1975096,1799.0602,4394.54886,7377.593104,6683.676162,0.601192278465288,6,TRUE,2 - putative,Ammonium transporter Rh type A,CD241
Rhbdf1,ENSMUSG00000020282.18,ENSMUSG00000020282,175.7580708,1.343981405,0.81522721,1.648597335,0.099230155,0.498825405,11,-1,32209585,32222300,protein_coding,170.7133295,200.2745863,120.6488577,425.1358923,66.61706713,54.04772721,0.302051436167135,6,TRUE,2 - putative,Rhomboid family member 1,no
Rhbdf2,ENSMUSG00000020806.15,ENSMUSG00000020806,51.14068252,-0.24155789,1.951054979,-0.123808858,0.901466618,0.98670224,11,-1,116598165,116627019,protein_coding,100.4741046,96.71788152,5.058357402,67.36777691,99.17162285,0,0.00581388586625975,5,TRUE,2 - putative,Rhomboid family member 2,no
Rnf13,ENSMUSG00000036503.13,ENSMUSG00000036503,2629.072231,0.33520311,0.270428455,1.239526035,0.215150753,0.677587299,3,1,57736062,57835233,protein_coding,2659.978945,2922.222037,3182.36977,2235.45739,2047.421938,1862.599744,0.169034743211457,6,TRUE,1 - high confidence,RING finger protein 13,no
Robo3,ENSMUSG00000032128.15,ENSMUSG00000032128,48.50712834,-1.340307005,1.02047251,-1.313418042,0.189042121,0.648534087,9,-1,37415669,37433246,protein_coding,45.56401051,36.17556605,36.10801885,16.55156438,36.17482593,141.1006614,0.188067192429626,6,TRUE,1 - high confidence,Roundabout homolog 3,no
Robo4,ENSMUSG00000032125.20,ENSMUSG00000032125,265.4474512,1.191163296,0.873230294,1.364088379,0.172539752,0.629705492,9,1,37401897,37415115,protein_coding,247.942708,227.5959302,249.8525488,657.1891579,36.66179391,209.5591514,0.200862518965853,6,TRUE,2 - putative,Roundabout homolog 4,no
Rpl17,ENSMUSG00000062328.8,ENSMUSG00000062328,17407.47302,-0.116227517,0.209472914,-0.554857018,0.578992463,0.91037451,18,1,74998558,75003381,protein_coding,17649.1551,13257.7769,17505.77116,19292.37359,16851.16529,19449.22364,0.0407799107922835,6,TRUE,3 - unspecific,60S ribosomal protein L17,no
Rpl18,ENSMUSG00000059070.16,ENSMUSG00000059070,25219.23375,-0.134245964,0.235375267,-0.570348644,0.568441254,0.905403382,7,1,45715457,45720836,protein_coding,23989.34087,20973.00505,21851.40775,29466.13958,23293.11141,31625.76462,0.0431578875951352,6,TRUE,3 - unspecific,60S ribosomal protein L18,no
Rpl21,ENSMUSG00000041453.12,ENSMUSG00000041453,12282.89602,-1.013724619,0.670196233,-1.512578808,0.130386681,0.559762824,5,1,146832890,146837032,protein_coding,15165.21014,3184.130834,2682.409188,17483.33066,14282.01518,17411.28771,0.251995948077402,6,TRUE,3 - unspecific,60S ribosomal protein L21,no
Rpl27a,ENSMUSG00000046364.14,ENSMUSG00000046364,4011.052344,-0.098064616,0.185691713,-0.528104429,0.597426857,0.915429154,7,1,109519147,109522367,protein_coding,4278.06462,3805.650509,3900.665864,3695.198104,3427.886317,4427.457791,0.0383752605566253,6,TRUE,3 - unspecific,60S ribosomal protein L27a,no
Rpl3,ENSMUSG00000060036.14,ENSMUSG00000060036,25905.71858,0.089197134,0.59964191,0.148750667,0.881750379,0.982530907,15,-1,80077791,80091868,protein_coding,13979.94619,14846.60347,18916.4758,46262.20672,14254.56481,46715.05092,0.00765377934598744,6,TRUE,3 - unspecific,60S ribosomal protein L3,no
Rpl32,ENSMUSG00000057841.5,ENSMUSG00000057841,29840.10823,-0.055614509,0.22867756,-0.243200553,0.807850039,0.968171731,6,-1,115805505,115808747,protein_coding,31453.44448,26563.32572,27332.43088,33663.16692,23623.72852,35415.53311,0.0140476021846377,6,TRUE,3 - unspecific,60S ribosomal protein L32,no
Rpl34,ENSMUSG00000062006.12,ENSMUSG00000062006,19386.13795,0.037582872,0.243487958,0.154352075,0.877332139,0.98152268,3,-1,130726831,130730398,protein_coding,18240.06561,15728.78616,20282.87804,22560.74799,15637.10758,22884.47181,0.00809966072515761,6,TRUE,3 - unspecific,60S ribosomal protein L34,no
Rpl35,ENSMUSG00000062997.6,ENSMUSG00000062997,67812.90862,0.296464475,0.197614813,1.500213828,0.133559023,0.56615368,2,-1,39001580,39005624,protein_coding,58711.45727,69263.34204,81713.87885,73804.45431,51074.93098,72259.45738,0.247065665425346,6,TRUE,3 - unspecific,60S ribosomal protein L35,no
